subscription_id,customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,support_id,complaint_date,escalations,csat_score
883,1577-QZLJM,2025-04-24,Partner,2025-07-23,Standard,Monthly,,,21.63,3863.0,40,0,Bhavna Naidu,India,Telangana,Female,1985-11-15,597.0,2026-04-13,N,78.0
884,8821-FKMLX,2025-06-15,Referral,2026-12-31,Basic,Annual,,,12.47,5589.0,1,0,Yamini Pandey,India,Delhi,Female,1989-03-09,600.0,2026-08-29,N,10.0
885,1168-CFLHL,2022-10-04,Organic,2023-10-04,Standard,Annual,,,22.69,673.0,19,0,Madhuri Bhat,India,Telangana,Female,1990-06-24,603.0,2025-01-21,N,83.0
886,0378-EZHXJ,2020-07-09,Partner,2020-12-06,Standard,Monthly,,,15.95,4699.0,30,0,Dev Rao,India,Bihar,Male,1964-03-29,604.0,2026-01-24,N,77.0
887,1363-DJVEC,2025-08-04,Paid,2025-09-03,Basic,Monthly,,,8.09,756.0,21,0,Ritu Desai,India,Rajasthan,Female,1980-06-29,609.0,2026-04-15,N,2.0
888,5328-RQTJT,2021-09-12,Referral,2022-09-12,Premium,Annual,,,36.26,2764.0,55,0,Anika Rathore,India,West Bengal,Female,1995-12-17,610.0,2024-08-19,Y,72.0
889,1467-QKMPJ,2024-10-07,Trial,2025-03-06,Basic,Monthly,,,11.28,2302.0,36,0,Sandeep Sharma,India,Maharashtra,Male,2001-12-13,613.0,2026-04-30,N,86.0
890,7052-KVHAT,2023-07-26,Partner,2026-07-26,Premium,Annual,,,30.69,992.0,1,0,Neha Sengupta,India,Chandigarh,Female,1994-03-20,618.0,2025-10-04,Y,5.0
891,3924-SVYXJ,2019-03-31,Organic,2019-07-29,Premium,Monthly,,,39.17,5300.0,5,0,Madhuri Rathore,India,Telangana,Female,1992-01-17,623.0,2025-09-09,N,86.0
892,4458-YVRGL,2026-04-10,Paid,2026-12-31,Standard,Annual,2026-09-12,Poor customer support,19.53,586.0,82,1,Ishaan Patel,India,Chandigarh,Male,1956-12-26,626.0,2026-06-09,N,64.0
893,2468-ARGLP,2023-03-21,Organic,2023-05-20,Basic,Monthly,2024-05-21,Other,8.28,270.0,87,1,Radhika Mukherjee,India,Odisha,Female,1957-11-05,627.0,2024-01-22,N,69.0
894,2975-GJNAD,2021-11-05,Paid,2024-11-05,Basic,Annual,,,7.8,2303.0,24,0,Ajay Pandey,India,Rajasthan,Male,1958-01-03,630.0,2026-07-26,N,81.0
895,5113-LFWZB,2021-08-10,Paid,2023-08-10,Basic,Annual,,,7.36,1027.0,26,0,Manish Tiwari,India,Kerala,Male,1972-10-29,631.0,2023-06-29,N,69.0
896,4523-UDNHA,2024-05-06,Organic,2024-06-05,Standard,Monthly,,,23.7,2593.0,19,0,Harsh Tiwari,India,Jharkhand,Male,1968-11-26,,,,
897,0983-BMWEY,2023-01-03,Referral,2023-03-04,Premium,Monthly,,,35.91,3941.0,25,0,Krishna Yadav,India,Rajasthan,Male,1983-06-01,632.0,2025-08-11,N,78.0
898,2207-JBRYQ,2025-01-13,Paid,2026-12-31,Basic,Annual,,,12.36,2470.0,31,0,Ritika Yadav,India,Gujarat,Female,2005-11-03,636.0,2026-01-31,N,74.0
899,8702-EQKJT,2024-07-23,Trial,2026-12-31,Premium,Annual,,,42.41,4415.0,18,0,Isha Sharma,India,Andhra Pradesh,Female,1989-01-02,638.0,2025-02-21,N,0.0
900,8830-NGSXR,2022-10-01,Paid,2022-12-30,Basic,Monthly,,,11.24,525.0,55,0,Tarun Bhat,India,Punjab,Male,1991-10-07,641.0,2024-01-08,Y,48.0
901,3310-DRGDB,2021-09-10,Referral,2021-12-09,Standard,Monthly,,,17.09,4232.0,1,0,Nidhi Yadav,India,Andhra Pradesh,Female,2007-12-16,644.0,2025-10-31,N,42.0
902,1310-QWBMT,2023-09-22,Referral,2023-12-21,Basic,Monthly,2025-08-01,Poor customer support,8.45,717.0,73,1,Lata Patel,India,Jharkhand,Female,1978-11-06,649.0,2025-01-17,N,30.0
903,3784-TNGGS,2021-05-01,Paid,2022-05-01,Standard,Annual,,,21.07,574.0,17,0,Abhishek Mehta,India,Chandigarh,Male,2005-01-27,,,,
904,2955-TNSLX,2023-08-03,Paid,2023-11-01,Basic,Monthly,,,7.69,2300.0,21,0,Varun Pandit,India,Odisha,Male,1986-08-10,651.0,2025-09-11,N,12.0
905,9226-TGNTZ,2024-11-21,Trial,2025-11-21,Premium,Annual,,,36.13,1940.0,11,0,Lata Pandey,India,Odisha,Female,1990-08-16,653.0,2025-06-06,N,57.0
906,4945-AKHGL,2020-06-17,Trial,2020-12-14,Standard,Monthly,,,21.51,601.0,55,0,Om Kapoor,India,Chandigarh,Male,2000-11-13,,,,
907,2267-JMUHH,2021-12-01,Referral,2021-12-31,Premium,Monthly,,,27.88,2820.0,52,0,Ritu Nair,India,Goa,Female,1990-11-13,654.0,2022-02-28,N,10.0
908,9440-DVWKB,2025-07-23,Trial,2026-12-31,Standard,Annual,,,14.85,4411.0,38,0,Myra Patel,India,Punjab,Female,1986-03-19,655.0,2026-07-23,N,87.0
909,8591-BLTUE,2025-05-14,Referral,2025-10-11,Basic,Monthly,2026-09-10,Service issue,6.55,270.0,92,1,Sonal Desai,India,Uttar Pradesh,Female,1959-07-14,658.0,2026-08-22,N,67.0
910,6460-EELCR,2024-01-09,Organic,2024-04-08,Basic,Monthly,,,8.17,1061.0,27,0,Siddharth Ghosh,India,Telangana,Male,1962-08-19,,,,
911,9360-GTVZS,2024-09-22,Organic,2024-12-21,Standard,Monthly,,,21.35,5080.0,46,0,Karthik Reddy,India,Telangana,Male,1993-08-01,659.0,2026-04-12,N,12.0
912,3120-LMVWA,2023-08-13,Paid,2024-08-13,Standard,Annual,,,18.21,3354.0,1,0,Priya Chatterjee,India,Jharkhand,Female,1994-09-03,664.0,2026-04-01,N,91.0
913,1405-DZBHV,2020-06-29,Paid,2023-06-29,Basic,Annual,,,8.61,2562.0,4,0,Amit Sharma,India,Punjab,Male,1964-12-25,665.0,2025-02-01,N,41.0
914,8573-JTRVZ,2020-11-03,Organic,2021-05-02,Standard,Monthly,2023-04-17,Service issue,15.98,373.0,61,1,Vijay Verma,India,Bihar,Male,2007-04-21,669.0,2021-06-02,N,4.0
915,7617-WACNX,2022-02-13,Partner,2023-02-13,Standard,Annual,2022-07-05,Service issue,18.64,271.0,64,1,Nidhi Mukherjee,India,Tamil Nadu,Female,1956-09-17,,,,
916,7940-VTCFG,2019-12-28,Referral,2020-02-26,Basic,Monthly,2023-05-20,Too expensive,8.14,514.0,76,1,Bhavna Verma,India,Karnataka,Female,1977-03-12,670.0,2021-03-25,N,85.0
917,5822-WKHSJ,2024-08-11,Paid,2024-10-10,Basic,Monthly,2025-08-11,Not using service,8.11,338.0,76,1,Vinay Malhotra,India,Bihar,Male,1957-08-23,671.0,2025-03-31,Y,31.0
918,6262-SXVWX,2020-02-27,Paid,2023-02-27,Premium,Annual,,,29.99,4239.0,32,0,Naveen Chopra,India,Goa,Male,1968-09-14,674.0,2025-01-23,N,19.0
919,2270-UTXGE,2026-03-27,Paid,2026-09-23,Basic,Monthly,,,12.4,3628.0,55,0,Rashmi Chauhan,India,Uttar Pradesh,Female,1993-08-01,676.0,2026-09-12,N,8.0
920,1939-FLEZA,2023-08-22,Paid,2023-10-21,Premium,Monthly,2024-11-10,Service issue,33.25,567.0,64,1,Swati Sengupta,India,Kerala,Female,1994-09-29,680.0,2024-10-02,Y,65.0
921,4372-VUVHV,2021-02-08,Paid,2021-06-08,Basic,Monthly,,,7.86,943.0,34,0,Yash Verma,India,Haryana,Male,1962-02-17,686.0,2022-11-14,Y,4.0
922,2253-FGHBP,2022-12-01,Paid,2023-05-30,Standard,Monthly,2023-08-31,Poor customer support,19.91,666.0,95,1,Rahul Sengupta,India,Rajasthan,Male,1973-03-13,687.0,2023-01-19,N,27.0
923,7005-NBVZN,2022-09-04,Paid,2025-09-04,Standard,Annual,,,22.89,922.0,43,0,Nisha Trivedi,India,Goa,Female,2003-02-06,690.0,2025-09-20,N,87.0
924,0694-HSTNZ,2020-11-30,Trial,2021-04-29,Standard,Monthly,,,17.96,1206.0,55,0,Siddharth Das,India,Andhra Pradesh,Male,1959-06-04,692.0,2022-03-01,N,98.0
925,0893-YSEQW,2023-03-24,Referral,2023-04-23,Standard,Monthly,,,19.91,4662.0,19,0,Myra Thakur,India,Tamil Nadu,Female,1971-02-16,,,,
926,2930-QUYGQ,2025-05-31,Paid,2026-05-31,Premium,Annual,,,43.57,2415.0,4,0,Manish Agarwal,India,West Bengal,Male,1966-01-31,,,,
927,8383-VFNTN,2023-04-27,Paid,2025-04-27,Basic,Annual,,,11.71,5945.0,6,0,Om Rao,India,Punjab,Male,2005-09-25,695.0,2025-12-12,Y,97.0
928,7311-KWFDE,2025-10-27,Partner,2026-10-27,Standard,Annual,,,16.65,1132.0,47,0,Aarav Trivedi,India,Telangana,Male,1956-02-05,,,,
929,9647-XRQPQ,2020-12-11,Paid,2021-01-10,Basic,Monthly,,,7.34,3589.0,18,0,Raghav Pandit,India,Maharashtra,Male,1976-12-14,697.0,2026-05-15,N,40.0
930,5718-BEBXU,2019-12-27,Paid,2020-12-27,Basic,Annual,,,8.48,2927.0,4,0,Rekha Nair,India,Karnataka,Female,1964-10-08,,,,
931,2906-QZUMB,2021-07-04,Paid,2021-11-01,Basic,Monthly,,,6.06,1117.0,42,0,Om Pillai,India,Punjab,Male,1988-01-25,699.0,2024-12-27,N,73.0
932,4496-LSPSG,2019-07-14,Organic,2019-10-12,Premium,Monthly,,,40.72,2919.0,20,0,Tarun Patel,India,Tamil Nadu,Male,2006-04-05,,,,
933,4254-SUVME,2024-02-14,Paid,2024-05-14,Premium,Monthly,,,43.97,1280.0,19,0,Manisha Yadav,India,Assam,Female,1971-02-21,701.0,2025-06-22,N,19.0
934,1932-ZGVPP,2025-04-06,Organic,2025-09-03,Basic,Monthly,,,6.98,2486.0,38,0,Suresh Chatterjee,India,Chandigarh,Male,1974-01-18,702.0,2025-09-09,N,64.0
935,5307-ADXLL,2022-10-29,Paid,2025-10-29,Standard,Annual,,,24.27,3735.0,1,0,Tanya Krishnan,India,Jharkhand,Female,1957-08-12,703.0,2026-03-23,N,22.0
936,7546-TLQPZ,2020-03-04,Trial,2023-03-04,Standard,Annual,2020-08-01,Other,18.18,701.0,93,1,Nikhil Pillai,India,Goa,Male,1983-04-22,705.0,2020-06-09,Y,62.0
937,4595-ALNWT,2020-06-26,Paid,2023-06-26,Basic,Annual,2023-05-23,Switched to competitor,6.85,753.0,69,1,Abhishek Pandit,India,Bihar,Male,1971-10-24,708.0,2023-01-24,N,42.0
938,3893-MQKGS,2019-12-09,Organic,2022-12-09,Standard,Annual,,,18.41,5364.0,53,0,Pooja Menon,India,Haryana,Female,1958-05-10,711.0,2022-05-04,N,44.0
939,5572-RZSKL,2025-05-17,Organic,2025-08-15,Premium,Monthly,,,30.64,1007.0,51,0,Om Iyer,India,Andhra Pradesh,Male,1966-11-27,712.0,2026-01-07,N,33.0
940,0721-XVCLQ,2019-01-16,Paid,2019-07-15,Standard,Monthly,,,22.79,3181.0,40,0,Reyansh Chauhan,India,Kerala,Male,1957-01-06,713.0,2024-08-11,N,63.0
941,5228-QXDJE,2024-07-09,Paid,2025-07-09,Basic,Annual,2024-09-08,Too expensive,6.33,323.0,89,1,Rahul Menon,India,Maharashtra,Male,2005-03-16,,,,
942,4641-UHFCK,2025-04-08,Paid,2025-09-05,Standard,Monthly,,,22.85,1485.0,7,0,Ritika Pandey,India,Karnataka,Female,1966-09-02,716.0,2025-05-13,N,30.0
943,2932-YVUWY,2025-11-03,Paid,2025-12-03,Basic,Monthly,,,11.01,5563.0,32,0,Kajal Chatterjee,India,Kerala,Female,1984-10-24,717.0,2026-07-21,N,79.0
944,7672-DQKXW,2019-04-05,Organic,2020-04-05,Basic,Annual,,,9.6,2659.0,2,0,Aishwarya Desai,India,Rajasthan,Female,1967-11-23,718.0,2026-09-08,N,72.0
945,0495-CRDMR,2025-03-12,Paid,2026-12-31,Standard,Annual,,,16.87,2761.0,54,0,Priya Bhat,India,Haryana,Female,2006-07-23,720.0,2026-03-19,N,94.0
946,8728-QNUPH,2024-05-08,Paid,2024-08-06,Premium,Monthly,2026-01-21,Too expensive,49.5,135.0,76,1,Siddharth Rao,India,Assam,Male,1989-06-07,722.0,2025-04-29,N,28.0
947,3869-FXXCZ,2026-02-12,Referral,2026-08-11,Standard,Monthly,,,18.78,1068.0,2,0,Saanvi Subramaniam,India,Jharkhand,Female,1996-07-12,,,,
948,9771-NLRWX,2023-05-13,Paid,2023-10-10,Premium,Monthly,,,29.22,4466.0,33,0,Sai Joshi,India,Uttar Pradesh,Male,2007-02-07,724.0,2023-12-11,Y,81.0
949,7326-GGXLK,2024-09-21,Paid,2025-02-18,Premium,Monthly,,,42.72,906.0,15,0,Pallavi Chatterjee,India,Delhi,Female,2007-04-12,725.0,2025-01-08,Y,42.0
950,8992-BAYTM,2021-04-23,Paid,2021-06-22,Premium,Monthly,,,29.06,1022.0,1,0,Amit Verma,India,Rajasthan,Male,1993-09-24,728.0,2026-03-23,Y,27.0
951,2841-REGTN,2020-02-05,Organic,2020-05-05,Premium,Monthly,,,26.21,2569.0,37,0,Swati Kumar,India,Kerala,Female,1966-04-06,,,,
952,6813-QYVPV,2026-06-18,Organic,2026-07-18,Premium,Monthly,2026-07-19,Switched to competitor,39.85,174.0,81,1,Sanjay Thakur,India,Madhya Pradesh,Male,2004-07-11,729.0,2026-06-28,N,71.0
953,3878-YSJPT,2021-11-16,Partner,2024-11-16,Standard,Annual,,,22.41,4965.0,10,0,Diya Gupta,India,Goa,Female,1998-05-10,731.0,2026-02-13,N,73.0
954,1281-SVCHR,2022-04-02,Paid,2025-04-02,Standard,Annual,,,16.85,2211.0,23,0,Ashok Rathore,India,Goa,Male,1983-01-13,733.0,2025-05-26,N,66.0
955,7687-UZLPM,2022-06-14,Paid,2022-12-11,Standard,Monthly,,,23.7,5539.0,13,0,Shreya Rao,India,Karnataka,Female,1982-04-12,736.0,2025-11-29,N,76.0
956,4780-ZVAKR,2019-08-19,Partner,2019-12-17,Basic,Monthly,,,10.59,4859.0,51,0,Krishna Thakur,India,Delhi,Male,1979-12-05,740.0,2024-07-15,N,29.0
957,9695-ZEXQM,2021-11-13,Partner,2022-05-12,Standard,Monthly,,,20.88,3017.0,53,0,Manish Chopra,India,Assam,Male,1971-03-22,741.0,2023-01-14,N,85.0
958,6765-NHXQZ,2023-04-06,Organic,2026-04-06,Basic,Annual,,,8.56,5735.0,34,0,Dev Krishnan,India,Haryana,Male,1959-11-16,742.0,2024-12-23,N,40.0
959,7803-ZTHNX,2021-01-30,Partner,2022-01-30,Basic,Annual,,,11.01,4616.0,7,0,Aishwarya Malhotra,India,Uttar Pradesh,Female,2002-08-03,746.0,2023-09-08,N,41.0
960,8704-WMPVW,2021-06-13,Paid,2021-11-10,Basic,Monthly,,,12.28,2741.0,34,0,Rekha Kapoor,India,Telangana,Female,1963-10-26,,,,
961,2947-LTAXA,2023-09-27,Referral,2024-01-25,Standard,Monthly,,,14.19,4819.0,51,0,Aarav Sengupta,India,Tamil Nadu,Male,2002-02-14,748.0,2026-08-17,N,45.0
962,1506-BVXGV,2021-06-15,Referral,2021-11-12,Basic,Monthly,,,8.27,950.0,9,0,Vishal Menon,India,Delhi,Male,1966-08-27,753.0,2025-11-16,N,91.0
963,1240-WQJPY,2021-08-04,Paid,2023-08-04,Basic,Annual,,,8.25,3001.0,45,0,Anjali Rao,India,Delhi,Female,1979-11-17,758.0,2025-02-16,N,3.0
964,8056-GVNFW,2025-09-22,Organic,2026-12-31,Premium,Annual,,,37.72,1012.0,17,0,Pari Kumar,India,Chandigarh,Female,1993-09-09,760.0,2026-03-30,N,5.0
965,9360-ZJQAR,2019-09-21,Organic,2019-11-20,Basic,Monthly,,,10.78,1285.0,20,0,Manoj Sharma,India,Karnataka,Male,1990-01-12,,,,
966,8039-RPNZC,2026-04-24,Paid,2026-06-23,Standard,Monthly,,,16.82,3213.0,26,0,Aarav Das,India,Assam,Male,1965-11-15,761.0,2026-07-02,N,88.0
967,1485-MTLCQ,2022-07-27,Paid,2023-07-27,Basic,Annual,,,8.16,4636.0,28,0,Madhuri Shah,India,West Bengal,Female,2004-09-29,763.0,2024-05-14,Y,54.0
968,7175-ZGEBG,2025-09-18,Paid,2026-02-15,Premium,Monthly,,,45.4,4431.0,22,0,Kunal Subramaniam,India,Rajasthan,Male,1998-11-22,764.0,2026-07-25,Y,91.0
969,0268-BLBLZ,2021-01-22,Paid,2022-01-22,Basic,Annual,,,11.85,5015.0,20,0,Deepak Menon,India,Gujarat,Male,2001-12-06,771.0,2026-01-27,N,23.0
970,2319-RWARV,2024-05-01,Organic,2026-12-31,Basic,Annual,,,7.0,2061.0,34,0,Karthik Singh,India,Maharashtra,Male,1970-06-15,776.0,2026-03-27,Y,3.0
971,1742-DRVVH,2022-06-04,Organic,2022-07-04,Standard,Monthly,,,18.5,2381.0,33,0,Aryan Bose,India,Punjab,Male,1991-01-25,777.0,2025-12-10,Y,4.0
972,9717-FLCDJ,2023-11-21,Organic,2024-04-19,Basic,Monthly,,,10.43,366.0,17,0,Parth Sengupta,India,West Bengal,Male,1988-03-09,778.0,2026-01-22,N,2.0
973,6162-FARCA,2021-04-15,Paid,2021-07-14,Basic,Monthly,,,11.86,2282.0,28,0,Kabir Nair,India,Goa,Male,1980-06-15,781.0,2021-06-30,Y,91.0
974,6750-HFVYB,2023-03-15,Organic,2023-04-14,Standard,Monthly,,,22.21,2439.0,20,0,Vishal Yadav,India,Jharkhand,Male,1962-11-24,782.0,2026-09-11,N,67.0
975,1567-VMTSH,2022-01-21,Paid,2022-05-21,Basic,Monthly,2024-08-03,Poor customer support,7.07,815.0,77,1,Yamini Joshi,India,Telangana,Female,1959-10-05,784.0,2024-07-25,N,77.0
976,0706-BWMKG,2023-07-09,Organic,2024-01-05,Basic,Monthly,2025-04-11,Not using service,10.39,114.0,96,1,Anjali Bansal,India,Jharkhand,Female,1995-08-27,790.0,2024-06-10,N,39.0
977,1901-CHZQU,2020-03-14,Referral,2020-07-12,Basic,Monthly,,,12.86,5893.0,40,0,Swati Shah,India,Punjab,Female,1975-08-22,795.0,2025-06-28,Y,46.0
978,1204-RURBP,2020-09-20,Partner,2020-12-19,Basic,Monthly,,,12.86,5616.0,46,0,Dev Trivedi,India,Odisha,Male,1970-12-22,,,,
979,0525-YUBJE,2026-05-12,Paid,2026-08-10,Basic,Monthly,,,9.47,1436.0,35,0,Sanjay Mishra,India,Madhya Pradesh,Male,1970-05-11,796.0,2026-07-25,N,75.0
980,9056-HCPSR,2020-01-01,Trial,2020-05-30,Basic,Monthly,,,7.51,5553.0,30,0,Harsh Tiwari,India,Odisha,Male,1980-01-17,799.0,2022-09-18,N,80.0
981,9695-EUAPB,2024-09-28,Paid,2024-10-28,Standard,Monthly,,,20.16,3113.0,53,0,Keshav Thakur,India,Karnataka,Male,1993-03-11,800.0,2026-08-26,N,63.0
982,0203-YZPGE,2019-12-03,Organic,2022-12-03,Premium,Annual,,,48.51,4258.0,29,0,Shreya Chopra,India,Delhi,Female,1956-06-05,805.0,2026-06-04,Y,95.0
983,7598-EYNFM,2023-03-15,Paid,2024-03-15,Basic,Annual,,,7.93,1653.0,38,0,Shalini Sharma,India,Delhi,Female,1989-07-12,808.0,2026-05-29,N,26.0
984,3393-XCVLZ,2022-10-20,Paid,2023-10-20,Basic,Annual,,,10.33,2303.0,43,0,Mohit Mukherjee,India,Karnataka,Male,1964-12-15,809.0,2024-05-03,N,44.0
985,1097-TYGEL,2024-10-20,Organic,2025-02-17,Basic,Monthly,,,7.89,2915.0,24,0,Varun Menon,India,Assam,Male,2007-01-17,811.0,2026-01-15,N,58.0
986,4540-BCMMQ,2025-07-13,Partner,2025-12-10,Standard,Monthly,,,17.32,2022.0,50,0,Sonal Chauhan,India,Tamil Nadu,Female,1997-03-07,815.0,2026-05-05,N,1.0
987,1075-GQCCN,2026-02-28,Partner,2026-12-31,Basic,Annual,,,9.75,3663.0,21,0,Amit Reddy,India,Tamil Nadu,Male,1969-10-13,,,,
988,0371-KPXTE,2025-04-27,Paid,2025-09-24,Basic,Monthly,,,10.07,4288.0,3,0,Geeta Sengupta,India,Odisha,Female,1956-12-04,817.0,2026-03-27,N,100.0
989,5346-RUXYS,2023-07-17,Trial,2023-09-15,Standard,Monthly,,,15.23,4122.0,29,0,Isha Pillai,India,Goa,Female,1966-11-02,819.0,2026-01-14,N,61.0
990,0775-EMKQF,2020-05-26,Trial,2020-11-22,Standard,Monthly,,,24.44,2173.0,29,0,Vishal Rathore,India,Kerala,Male,1971-05-09,821.0,2020-08-08,N,46.0
991,9413-EQJMF,2022-03-24,Organic,2025-03-24,Basic,Annual,,,11.72,4262.0,34,0,Siddharth Gupta,India,Punjab,Male,1985-11-06,822.0,2023-10-22,Y,100.0
992,6628-REQLE,2020-06-30,Paid,2020-10-28,Premium,Monthly,,,38.0,3106.0,14,0,Rakesh Rathore,India,Andhra Pradesh,Male,1984-09-20,823.0,2025-08-20,N,16.0
993,1840-ZRBEX,2022-01-12,Organic,2022-06-11,Standard,Monthly,,,15.04,3364.0,41,0,Sandeep Verma,India,Bihar,Male,1974-10-08,828.0,2026-05-29,Y,57.0
994,4553-GACTQ,2024-03-30,Paid,2024-08-27,Standard,Monthly,,,23.46,3163.0,23,0,Mohit Ghosh,India,Gujarat,Male,1999-01-01,832.0,2025-06-09,N,2.0
995,7006-MNMAK,2025-03-13,Paid,2026-12-31,Standard,Annual,,,22.63,2769.0,38,0,Geeta Pillai,India,Odisha,Female,2005-05-01,834.0,2026-07-01,N,39.0
996,6944-ZPEUV,2024-06-21,Paid,2025-06-21,Standard,Annual,,,18.42,2450.0,33,0,Ishaan Joshi,India,Kerala,Male,1997-07-31,835.0,2026-08-18,N,36.0
997,4478-PFTQY,2026-01-16,Organic,2026-07-15,Standard,Monthly,,,16.61,5527.0,50,0,Aryan Mehta,India,Bihar,Male,1980-12-20,838.0,2026-05-15,N,32.0
998,3678-AAEJK,2022-05-21,Paid,2022-10-18,Basic,Monthly,,,7.75,5490.0,28,0,Saanvi Bhat,India,Madhya Pradesh,Female,1971-02-03,840.0,2024-07-26,Y,87.0
999,1093-VZMUR,2020-01-29,Paid,2023-01-29,Premium,Annual,,,37.73,1319.0,18,0,Anjali Tiwari,India,Tamil Nadu,Female,1988-06-25,842.0,2022-01-18,N,12.0
1000,7553-YEMFB,2025-03-27,Paid,2025-09-23,Basic,Monthly,2026-08-19,Service issue,6.28,781.0,83,1,Lata Sengupta,India,Haryana,Female,1959-05-16,843.0,2026-02-03,N,7.0
1001,2738-TLLXK,2023-07-07,Paid,2023-08-06,Standard,Monthly,2026-03-05,Service issue,23.06,744.0,99,1,Payal Mukherjee,India,Tamil Nadu,Female,2002-12-11,,,,
1002,7944-PLFDG,2019-05-08,Organic,2019-09-05,Basic,Monthly,,,11.24,5593.0,50,0,Mohit Desai,India,Gujarat,Male,2005-02-13,,,,
1003,1251-DEARM,2022-01-09,Referral,2022-06-08,Standard,Monthly,,,20.56,1101.0,43,0,Rashmi Mukherjee,India,Uttar Pradesh,Female,1994-08-25,846.0,2026-05-06,N,29.0
1004,2332-YHKEG,2023-06-18,Trial,2024-06-18,Basic,Annual,,,8.55,5095.0,49,0,Sai Bose,India,Tamil Nadu,Male,1961-12-22,848.0,2026-07-22,Y,89.0
1005,8412-UBRDJ,2023-10-04,Paid,2024-02-01,Standard,Monthly,,,16.17,3314.0,15,0,Arjun Pillai,India,Maharashtra,Male,1963-08-29,850.0,2025-06-10,N,33.0
1006,2384-ZJUMM,2022-12-29,Organic,2023-02-27,Standard,Monthly,2026-02-03,Switched to competitor,14.63,847.0,77,1,Mohit Trivedi,India,Rajasthan,Male,2000-04-18,858.0,2025-12-18,N,49.0
1007,2814-TAZDG,2019-12-16,Trial,2020-02-14,Basic,Monthly,,,6.74,2529.0,4,0,Lata Subramaniam,India,West Bengal,Female,1994-06-11,859.0,2023-05-24,N,80.0
1008,1848-LDQDS,2021-02-15,Paid,2024-02-15,Standard,Annual,,,15.8,2157.0,39,0,Gaurav Mukherjee,India,Kerala,Male,2004-12-25,862.0,2025-09-09,Y,20.0
1009,5111-XQHTP,2023-11-06,Paid,2024-05-04,Standard,Monthly,,,19.27,812.0,28,0,Pallavi Shah,India,Delhi,Female,1997-09-03,863.0,2024-09-24,N,79.0
1010,1392-DENNY,2022-01-02,Referral,2025-01-02,Basic,Annual,2022-05-17,Poor customer support,11.97,873.0,74,1,Rakesh Rao,India,Delhi,Male,1987-08-19,864.0,2022-05-12,Y,59.0
1011,4563-YUUJW,2023-01-31,Organic,2023-05-31,Standard,Monthly,,,22.94,1726.0,32,0,Geeta Tiwari,India,Jharkhand,Female,1991-04-14,869.0,2026-07-16,Y,37.0
1012,3781-WEADZ,2022-11-04,Paid,2023-03-04,Premium,Monthly,,,47.52,859.0,16,0,Arjun Yadav,India,Maharashtra,Male,1971-01-25,872.0,2026-07-29,N,18.0
1013,1253-XSRQG,2020-08-02,Partner,2020-12-30,Premium,Monthly,2021-05-17,Other,36.29,250.0,68,1,Nidhi Yadav,India,Assam,Female,2000-04-15,873.0,2020-08-06,N,13.0
1014,1951-NQLNQ,2020-11-11,Paid,2021-03-11,Standard,Monthly,2021-07-20,Not using service,23.52,858.0,91,1,Diya Gupta,India,West Bengal,Female,2004-12-09,875.0,2021-07-06,Y,46.0
1015,7986-DUXRX,2026-03-14,Referral,2026-08-11,Premium,Monthly,,,33.99,2908.0,25,0,Aishwarya Naidu,India,West Bengal,Female,2000-06-16,,,,
1016,4660-LBAUB,2024-01-24,Trial,2024-07-22,Standard,Monthly,2025-03-12,Other,24.05,336.0,80,1,Anil Chatterjee,India,Goa,Male,1957-05-31,876.0,2024-05-16,N,40.0
1017,4001-HHWKU,2022-03-19,Trial,2022-08-16,Basic,Monthly,,,11.4,3106.0,48,0,Vijay Reddy,India,Kerala,Male,1965-04-08,880.0,2026-04-09,N,8.0
1018,6900-JAYRU,2019-12-16,Paid,2020-06-13,Premium,Monthly,,,49.18,1988.0,3,0,Vikram Das,India,Goa,Male,1990-01-06,881.0,2025-01-05,N,3.0
1019,5563-FVKMP,2025-03-13,Partner,2025-07-11,Standard,Monthly,,,20.51,3813.0,46,0,Gaurav Reddy,India,Chandigarh,Male,1974-03-16,,,,
1020,1506-YUDUL,2024-10-02,Paid,2026-10-02,Basic,Annual,,,7.95,3429.0,16,0,Kavya Krishnan,India,Andhra Pradesh,Female,1997-08-21,886.0,2026-08-26,N,1.0
1021,5133-GPNJV,2020-07-05,Paid,2020-09-03,Premium,Monthly,,,38.52,788.0,17,0,Nidhi Naidu,India,West Bengal,Female,1956-09-01,887.0,2024-10-13,N,88.0
1022,8728-VPUZW,2020-02-04,Paid,2020-03-05,Standard,Monthly,2023-01-09,Poor customer support,24.02,348.0,85,1,Nikhil Shah,India,Haryana,Male,1996-06-28,889.0,2021-08-11,Y,69.0
1023,6757-JKWFJ,2024-04-03,Trial,2024-09-30,Basic,Monthly,,,12.93,1188.0,27,0,Deepak Chopra,India,Tamil Nadu,Male,1968-06-14,892.0,2025-02-20,N,8.0
1024,0606-GFJEA,2025-02-04,Paid,2025-03-06,Standard,Monthly,,,20.63,4254.0,41,0,Divya Naidu,India,West Bengal,Female,1958-10-15,893.0,2026-03-27,Y,19.0
