subscription_id,customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,customer_name,country,state,gender,dob,support_id,complaint_date,escalations,csat_score,churn_flag,complaint_count,age,age_group,churn_risk
854,1143-GLRQL,2023-09-11,Paid,2026-09-11,Basic,Annual,,,7.5,4009.0,27,Rashmi Subramaniam,India,Uttar Pradesh,Female,2005-09-27,531.0,2025-03-28,N,83.0,0,1,18,11-20,Low
855,3629-YZWPJ,2019-04-28,Referral,2019-07-27,Basic,Monthly,,,7.57,1776.0,45,Anika Bansal,India,Assam,Female,1996-07-10,536.0,2026-08-09,N,5.0,0,1,23,21-30,Low
856,1343-JETGJ,2022-06-05,Paid,2022-09-03,Basic,Monthly,2025-12-19,Not using service,11.95,880.0,74,Kunal Reddy,India,Maharashtra,Male,2000-07-02,537.0,2025-07-30,Y,37.0,1,1,22,21-30,High
857,8904-TRWEM,2019-09-09,Paid,2019-12-08,Premium,Monthly,,,31.62,1071.0,0,Kavita Subramaniam,India,Kerala,Female,1967-01-05,538.0,2023-10-04,N,65.0,0,1,53,51-60,Low
858,2717-SEQFF,2025-02-07,Paid,2025-07-07,Standard,Monthly,,,15.84,1572.0,17,Rakesh Tiwari,India,Haryana,Male,1958-08-17,539.0,2025-09-21,Y,8.0,0,1,66,61-70,Low
859,3387-SMNRQ,2026-06-29,Paid,2026-09-27,Standard,Monthly,2026-09-05,Service issue,23.19,471.0,88,Aditya Agarwal,India,Tamil Nadu,Male,2001-10-10,541.0,2026-08-19,N,85.0,1,1,25,21-30,High
860,6201-MUWCS,2022-12-08,Organic,2023-04-07,Premium,Monthly,,,43.65,3712.0,21,Kiran Desai,India,Andhra Pradesh,Female,1991-05-30,544.0,2025-04-10,N,21.0,0,1,32,31-40,Low
861,2276-QFHCS,2022-01-27,Paid,2022-04-27,Premium,Monthly,2025-03-06,Not using service,33.4,247.0,64,Sneha Kumar,India,West Bengal,Female,1969-02-12,,,,,1,0,53,51-60,Medium
862,7844-RGUFW,2024-03-29,Paid,2026-03-29,Basic,Annual,,,8.09,5489.0,43,Ananya Chopra,India,Karnataka,Female,1966-06-22,547.0,2025-08-24,N,50.0,0,1,58,51-60,Low
863,4231-FSNVU,2025-12-29,Paid,2026-06-27,Premium,Monthly,,,46.63,878.0,49,Kunal Bhat,India,Delhi,Male,1974-06-07,551.0,2026-07-14,N,47.0,0,1,52,51-60,Low
864,9546-FVXSJ,2019-04-22,Organic,2019-10-19,Basic,Monthly,,,7.86,588.0,11,Kunal Bansal,India,Odisha,Male,2007-12-26,552.0,2023-03-22,Y,13.0,0,1,11,11-20,Low
865,8263-XPEVD,2026-02-10,Trial,2026-07-10,Basic,Monthly,,,8.66,5214.0,27,Keshav Trivedi,India,Jharkhand,Male,1958-07-03,554.0,2026-07-09,N,63.0,0,1,68,61-70,Low
866,0019-XWPSP,2020-12-10,Organic,2021-01-09,Standard,Monthly,,,19.9,835.0,5,Diya Chauhan,India,Madhya Pradesh,Female,1975-08-03,556.0,2026-01-01,Y,29.0,0,1,45,41-50,Low
867,4170-RHCKV,2026-01-04,Partner,2026-06-03,Standard,Monthly,,,21.43,2803.0,50,Anjali Shah,India,Maharashtra,Female,1955-08-22,557.0,2026-09-14,Y,54.0,0,1,70,61-70,Medium
868,1746-EPWUJ,2020-06-03,Paid,2020-10-01,Standard,Monthly,,,14.01,1838.0,32,Ritika Bose,India,Goa,Female,1987-10-21,558.0,2021-05-06,N,98.0,0,1,33,31-40,Low
869,6065-TTRJK,2022-01-11,Paid,2022-06-10,Basic,Monthly,,,9.61,2408.0,15,Yamini Ghosh,India,Uttar Pradesh,Female,1965-09-07,560.0,2024-06-09,N,44.0,0,1,56,51-60,Low
870,9020-VYXYB,2021-05-04,Referral,2023-05-04,Basic,Annual,,,9.68,605.0,16,Ajay Sharma,India,Delhi,Male,1968-01-15,564.0,2024-03-05,N,54.0,0,1,53,51-60,Low
871,9978-BZNNV,2024-09-10,Paid,2025-09-10,Premium,Annual,,,30.21,3443.0,11,Shalini Pandit,India,Karnataka,Female,1970-09-22,565.0,2025-03-25,N,76.0,0,1,54,51-60,Low
872,8364-SYHVF,2025-12-15,Trial,2026-02-13,Standard,Monthly,,,18.94,477.0,53,Anil Chopra,India,Maharashtra,Male,1969-02-15,,,,,0,0,57,51-60,Medium
873,0251-ZYCCT,2025-06-23,Partner,2026-12-31,Basic,Annual,,,9.91,5287.0,23,Tanya Naidu,India,Goa,Female,1986-03-25,568.0,2026-08-29,N,34.0,0,1,39,31-40,Low
874,9419-AJFPS,2022-01-19,Partner,2023-01-19,Premium,Annual,,,46.77,5256.0,51,Siddharth Reddy,India,Andhra Pradesh,Male,1981-05-26,570.0,2024-01-12,N,11.0,0,1,41,41-50,Medium
875,6178-URHLQ,2023-09-25,Paid,2025-09-25,Basic,Annual,,,11.87,2418.0,2,Deepika Verma,India,Assam,Female,1965-06-06,571.0,2026-02-22,N,11.0,0,1,58,51-60,Low
876,0159-YJHKC,2024-02-19,Paid,2024-07-18,Standard,Monthly,,,14.4,2544.0,21,Payal Bansal,India,Delhi,Female,2004-10-01,575.0,2026-08-31,N,81.0,0,1,19,11-20,Low
877,3115-RZGHZ,2020-07-12,Referral,2020-10-10,Premium,Monthly,,,32.58,5584.0,39,Manish Joshi,India,Rajasthan,Male,1973-03-11,579.0,2026-06-19,N,93.0,0,1,47,41-50,Low
878,8071-VATBR,2023-07-05,Organic,2023-12-02,Standard,Monthly,,,18.94,4043.0,16,Kajal Agarwal,India,Assam,Female,2006-07-17,580.0,2026-01-14,Y,19.0,0,1,17,11-20,Low
879,8613-PRTBS,2019-03-09,Paid,2020-03-09,Basic,Annual,,,11.98,3849.0,55,Nisha Mehta,India,Odisha,Female,1965-10-19,582.0,2024-11-12,N,15.0,0,1,53,51-60,Medium
880,5924-VJFTJ,2025-07-21,Paid,2026-07-21,Premium,Annual,2026-09-12,Switched to competitor,47.79,316.0,93,Rahul Tiwari,India,Jharkhand,Male,1985-10-12,591.0,2026-07-21,N,26.0,1,1,40,31-40,High
881,4581-QFUEU,2024-01-10,Paid,2026-12-31,Basic,Annual,,,8.92,3074.0,41,Reyansh Kapoor,India,Rajasthan,Male,2004-10-27,593.0,2025-07-09,Y,25.0,0,1,19,11-20,Low
882,8185-EWSTZ,2019-11-10,Referral,2021-11-10,Standard,Annual,,,21.54,2436.0,18,Radhika Pillai,India,Telangana,Female,2005-06-07,595.0,2025-12-02,N,20.0,0,1,14,11-20,Low
883,1577-QZLJM,2025-04-24,Partner,2025-07-23,Standard,Monthly,,,21.63,3863.0,40,Bhavna Naidu,India,Telangana,Female,1985-11-15,597.0,2026-04-13,N,78.0,0,1,39,31-40,Low
884,8821-FKMLX,2025-06-15,Referral,2026-12-31,Basic,Annual,,,12.47,5589.0,1,Yamini Pandey,India,Delhi,Female,1989-03-09,600.0,2026-08-29,N,10.0,0,1,36,31-40,Low
885,1168-CFLHL,2022-10-04,Organic,2023-10-04,Standard,Annual,,,22.69,673.0,19,Madhuri Bhat,India,Telangana,Female,1990-06-24,603.0,2025-01-21,N,83.0,0,1,32,31-40,Low
886,0378-EZHXJ,2020-07-09,Partner,2020-12-06,Standard,Monthly,,,15.95,4699.0,30,Dev Rao,India,Bihar,Male,1964-03-29,604.0,2026-01-24,N,77.0,0,1,56,51-60,Low
887,1363-DJVEC,2025-08-04,Paid,2025-09-03,Basic,Monthly,,,8.09,756.0,21,Ritu Desai,India,Rajasthan,Female,1980-06-29,609.0,2026-04-15,N,2.0,0,1,45,41-50,Low
888,5328-RQTJT,2021-09-12,Referral,2022-09-12,Premium,Annual,,,36.26,2764.0,55,Anika Rathore,India,West Bengal,Female,1995-12-17,610.0,2024-08-19,Y,72.0,0,1,26,21-30,Medium
889,1467-QKMPJ,2024-10-07,Trial,2025-03-06,Basic,Monthly,,,11.28,2302.0,36,Sandeep Sharma,India,Maharashtra,Male,2001-12-13,613.0,2026-04-30,N,86.0,0,1,23,21-30,Low
890,7052-KVHAT,2023-07-26,Partner,2026-07-26,Premium,Annual,,,30.69,992.0,1,Neha Sengupta,India,Chandigarh,Female,1994-03-20,618.0,2025-10-04,Y,5.0,0,1,29,21-30,Low
891,3924-SVYXJ,2019-03-31,Organic,2019-07-29,Premium,Monthly,,,39.17,5300.0,5,Madhuri Rathore,India,Telangana,Female,1992-01-17,623.0,2025-09-09,N,86.0,0,1,27,21-30,Low
892,4458-YVRGL,2026-04-10,Paid,2026-12-31,Standard,Annual,2026-09-12,Poor customer support,19.53,586.0,82,Ishaan Patel,India,Chandigarh,Male,1956-12-26,626.0,2026-06-09,N,64.0,1,1,69,61-70,High
893,2468-ARGLP,2023-03-21,Organic,2023-05-20,Basic,Monthly,2024-05-21,Other,8.28,270.0,87,Radhika Mukherjee,India,Odisha,Female,1957-11-05,627.0,2024-01-22,N,69.0,1,1,65,61-70,High
894,2975-GJNAD,2021-11-05,Paid,2024-11-05,Basic,Annual,,,7.8,2303.0,24,Ajay Pandey,India,Rajasthan,Male,1958-01-03,630.0,2026-07-26,N,81.0,0,1,64,61-70,Low
895,5113-LFWZB,2021-08-10,Paid,2023-08-10,Basic,Annual,,,7.36,1027.0,26,Manish Tiwari,India,Kerala,Male,1972-10-29,631.0,2023-06-29,N,69.0,0,1,49,41-50,Low
896,4523-UDNHA,2024-05-06,Organic,2024-06-05,Standard,Monthly,,,23.7,2593.0,19,Harsh Tiwari,India,Jharkhand,Male,1968-11-26,,,,,0,0,55,51-60,Low
897,0983-BMWEY,2023-01-03,Referral,2023-03-04,Premium,Monthly,,,35.91,3941.0,25,Krishna Yadav,India,Rajasthan,Male,1983-06-01,632.0,2025-08-11,N,78.0,0,1,40,31-40,Low
898,2207-JBRYQ,2025-01-13,Paid,2026-12-31,Basic,Annual,,,12.36,2470.0,31,Ritika Yadav,India,Gujarat,Female,2005-11-03,636.0,2026-01-31,N,74.0,0,1,19,11-20,Low
899,8702-EQKJT,2024-07-23,Trial,2026-12-31,Premium,Annual,,,42.41,4415.0,18,Isha Sharma,India,Andhra Pradesh,Female,1989-01-02,638.0,2025-02-21,N,0.0,0,1,36,31-40,Low
900,8830-NGSXR,2022-10-01,Paid,2022-12-30,Basic,Monthly,,,11.24,525.0,55,Tarun Bhat,India,Punjab,Male,1991-10-07,641.0,2024-01-08,Y,48.0,0,1,31,31-40,Medium
901,3310-DRGDB,2021-09-10,Referral,2021-12-09,Standard,Monthly,,,17.09,4232.0,1,Nidhi Yadav,India,Andhra Pradesh,Female,2007-12-16,644.0,2025-10-31,N,42.0,0,1,14,11-20,Low
902,1310-QWBMT,2023-09-22,Referral,2023-12-21,Basic,Monthly,2025-08-01,Poor customer support,8.45,717.0,73,Lata Patel,India,Jharkhand,Female,1978-11-06,649.0,2025-01-17,N,30.0,1,1,45,41-50,High
903,3784-TNGGS,2021-05-01,Paid,2022-05-01,Standard,Annual,,,21.07,574.0,17,Abhishek Mehta,India,Chandigarh,Male,2005-01-27,,,,,0,0,16,11-20,Low
904,2955-TNSLX,2023-08-03,Paid,2023-11-01,Basic,Monthly,,,7.69,2300.0,21,Varun Pandit,India,Odisha,Male,1986-08-10,651.0,2025-09-11,N,12.0,0,1,37,31-40,Low
905,9226-TGNTZ,2024-11-21,Trial,2025-11-21,Premium,Annual,,,36.13,1940.0,11,Lata Pandey,India,Odisha,Female,1990-08-16,653.0,2025-06-06,N,57.0,0,1,34,31-40,Low
906,4945-AKHGL,2020-06-17,Trial,2020-12-14,Standard,Monthly,,,21.51,601.0,55,Om Kapoor,India,Chandigarh,Male,2000-11-13,,,,,0,0,20,11-20,Medium
907,2267-JMUHH,2021-12-01,Referral,2021-12-31,Premium,Monthly,,,27.88,2820.0,52,Ritu Nair,India,Goa,Female,1990-11-13,654.0,2022-02-28,N,10.0,0,1,31,31-40,Medium
908,9440-DVWKB,2025-07-23,Trial,2026-12-31,Standard,Annual,,,14.85,4411.0,38,Myra Patel,India,Punjab,Female,1986-03-19,655.0,2026-07-23,N,87.0,0,1,39,31-40,Low
909,8591-BLTUE,2025-05-14,Referral,2025-10-11,Basic,Monthly,2026-09-10,Service issue,6.55,270.0,92,Sonal Desai,India,Uttar Pradesh,Female,1959-07-14,658.0,2026-08-22,N,67.0,1,1,66,61-70,High
910,6460-EELCR,2024-01-09,Organic,2024-04-08,Basic,Monthly,,,8.17,1061.0,27,Siddharth Ghosh,India,Telangana,Male,1962-08-19,,,,,0,0,61,61-70,Low
911,9360-GTVZS,2024-09-22,Organic,2024-12-21,Standard,Monthly,,,21.35,5080.0,46,Karthik Reddy,India,Telangana,Male,1993-08-01,659.0,2026-04-12,N,12.0,0,1,31,31-40,Low
912,3120-LMVWA,2023-08-13,Paid,2024-08-13,Standard,Annual,,,18.21,3354.0,1,Priya Chatterjee,India,Jharkhand,Female,1994-09-03,664.0,2026-04-01,N,91.0,0,1,29,21-30,Low
913,1405-DZBHV,2020-06-29,Paid,2023-06-29,Basic,Annual,,,8.61,2562.0,4,Amit Sharma,India,Punjab,Male,1964-12-25,665.0,2025-02-01,N,41.0,0,1,56,51-60,Low
914,8573-JTRVZ,2020-11-03,Organic,2021-05-02,Standard,Monthly,2023-04-17,Service issue,15.98,373.0,61,Vijay Verma,India,Bihar,Male,2007-04-21,669.0,2021-06-02,N,4.0,1,1,14,11-20,Medium
915,7617-WACNX,2022-02-13,Partner,2023-02-13,Standard,Annual,2022-07-05,Service issue,18.64,271.0,64,Nidhi Mukherjee,India,Tamil Nadu,Female,1956-09-17,,,,,1,0,65,61-70,Medium
916,7940-VTCFG,2019-12-28,Referral,2020-02-26,Basic,Monthly,2023-05-20,Too expensive,8.14,514.0,76,Bhavna Verma,India,Karnataka,Female,1977-03-12,670.0,2021-03-25,N,85.0,1,1,43,41-50,High
917,5822-WKHSJ,2024-08-11,Paid,2024-10-10,Basic,Monthly,2025-08-11,Not using service,8.11,338.0,76,Vinay Malhotra,India,Bihar,Male,1957-08-23,671.0,2025-03-31,Y,31.0,1,1,67,61-70,High
918,6262-SXVWX,2020-02-27,Paid,2023-02-27,Premium,Annual,,,29.99,4239.0,32,Naveen Chopra,India,Goa,Male,1968-09-14,674.0,2025-01-23,N,19.0,0,1,51,51-60,Low
919,2270-UTXGE,2026-03-27,Paid,2026-09-23,Basic,Monthly,,,12.4,3628.0,55,Rashmi Chauhan,India,Uttar Pradesh,Female,1993-08-01,676.0,2026-09-12,N,8.0,0,1,33,31-40,Medium
920,1939-FLEZA,2023-08-22,Paid,2023-10-21,Premium,Monthly,2024-11-10,Service issue,33.25,567.0,64,Swati Sengupta,India,Kerala,Female,1994-09-29,680.0,2024-10-02,Y,65.0,1,1,29,21-30,Medium
921,4372-VUVHV,2021-02-08,Paid,2021-06-08,Basic,Monthly,,,7.86,943.0,34,Yash Verma,India,Haryana,Male,1962-02-17,686.0,2022-11-14,Y,4.0,0,1,59,51-60,Low
922,2253-FGHBP,2022-12-01,Paid,2023-05-30,Standard,Monthly,2023-08-31,Poor customer support,19.91,666.0,95,Rahul Sengupta,India,Rajasthan,Male,1973-03-13,687.0,2023-01-19,N,27.0,1,1,50,41-50,High
923,7005-NBVZN,2022-09-04,Paid,2025-09-04,Standard,Annual,,,22.89,922.0,43,Nisha Trivedi,India,Goa,Female,2003-02-06,690.0,2025-09-20,N,87.0,0,1,20,11-20,Low
924,0694-HSTNZ,2020-11-30,Trial,2021-04-29,Standard,Monthly,,,17.96,1206.0,55,Siddharth Das,India,Andhra Pradesh,Male,1959-06-04,692.0,2022-03-01,N,98.0,0,1,61,61-70,Medium
925,0893-YSEQW,2023-03-24,Referral,2023-04-23,Standard,Monthly,,,19.91,4662.0,19,Myra Thakur,India,Tamil Nadu,Female,1971-02-16,,,,,0,0,52,51-60,Low
926,2930-QUYGQ,2025-05-31,Paid,2026-05-31,Premium,Annual,,,43.57,2415.0,4,Manish Agarwal,India,West Bengal,Male,1966-01-31,,,,,0,0,59,51-60,Low
927,8383-VFNTN,2023-04-27,Paid,2025-04-27,Basic,Annual,,,11.71,5945.0,6,Om Rao,India,Punjab,Male,2005-09-25,695.0,2025-12-12,Y,97.0,0,1,18,11-20,Low
928,7311-KWFDE,2025-10-27,Partner,2026-10-27,Standard,Annual,,,16.65,1132.0,47,Aarav Trivedi,India,Telangana,Male,1956-02-05,,,,,0,0,70,61-70,Low
929,9647-XRQPQ,2020-12-11,Paid,2021-01-10,Basic,Monthly,,,7.34,3589.0,18,Raghav Pandit,India,Maharashtra,Male,1976-12-14,697.0,2026-05-15,N,40.0,0,1,44,41-50,Low
930,5718-BEBXU,2019-12-27,Paid,2020-12-27,Basic,Annual,,,8.48,2927.0,4,Rekha Nair,India,Karnataka,Female,1964-10-08,,,,,0,0,55,51-60,Low
931,2906-QZUMB,2021-07-04,Paid,2021-11-01,Basic,Monthly,,,6.06,1117.0,42,Om Pillai,India,Punjab,Male,1988-01-25,699.0,2024-12-27,N,73.0,0,1,33,31-40,Low
932,4496-LSPSG,2019-07-14,Organic,2019-10-12,Premium,Monthly,,,40.72,2919.0,20,Tarun Patel,India,Tamil Nadu,Male,2006-04-05,,,,,0,0,13,11-20,Low
933,4254-SUVME,2024-02-14,Paid,2024-05-14,Premium,Monthly,,,43.97,1280.0,19,Manisha Yadav,India,Assam,Female,1971-02-21,701.0,2025-06-22,N,19.0,0,1,53,51-60,Low
934,1932-ZGVPP,2025-04-06,Organic,2025-09-03,Basic,Monthly,,,6.98,2486.0,38,Suresh Chatterjee,India,Chandigarh,Male,1974-01-18,702.0,2025-09-09,N,64.0,0,1,51,51-60,Low
935,5307-ADXLL,2022-10-29,Paid,2025-10-29,Standard,Annual,,,24.27,3735.0,1,Tanya Krishnan,India,Jharkhand,Female,1957-08-12,703.0,2026-03-23,N,22.0,0,1,65,61-70,Low
936,7546-TLQPZ,2020-03-04,Trial,2023-03-04,Standard,Annual,2020-08-01,Other,18.18,701.0,93,Nikhil Pillai,India,Goa,Male,1983-04-22,705.0,2020-06-09,Y,62.0,1,1,37,31-40,High
937,4595-ALNWT,2020-06-26,Paid,2023-06-26,Basic,Annual,2023-05-23,Switched to competitor,6.85,753.0,69,Abhishek Pandit,India,Bihar,Male,1971-10-24,708.0,2023-01-24,N,42.0,1,1,49,41-50,Medium
938,3893-MQKGS,2019-12-09,Organic,2022-12-09,Standard,Annual,,,18.41,5364.0,53,Pooja Menon,India,Haryana,Female,1958-05-10,711.0,2022-05-04,N,44.0,0,1,62,61-70,Medium
939,5572-RZSKL,2025-05-17,Organic,2025-08-15,Premium,Monthly,,,30.64,1007.0,51,Om Iyer,India,Andhra Pradesh,Male,1966-11-27,712.0,2026-01-07,N,33.0,0,1,58,51-60,Medium
940,0721-XVCLQ,2019-01-16,Paid,2019-07-15,Standard,Monthly,,,22.79,3181.0,40,Reyansh Chauhan,India,Kerala,Male,1957-01-06,713.0,2024-08-11,N,63.0,0,1,62,61-70,Low
941,5228-QXDJE,2024-07-09,Paid,2025-07-09,Basic,Annual,2024-09-08,Too expensive,6.33,323.0,89,Rahul Menon,India,Maharashtra,Male,2005-03-16,,,,,1,0,19,11-20,High
942,4641-UHFCK,2025-04-08,Paid,2025-09-05,Standard,Monthly,,,22.85,1485.0,7,Ritika Pandey,India,Karnataka,Female,1966-09-02,716.0,2025-05-13,N,30.0,0,1,59,51-60,Low
943,2932-YVUWY,2025-11-03,Paid,2025-12-03,Basic,Monthly,,,11.01,5563.0,32,Kajal Chatterjee,India,Kerala,Female,1984-10-24,717.0,2026-07-21,N,79.0,0,1,41,41-50,Low
944,7672-DQKXW,2019-04-05,Organic,2020-04-05,Basic,Annual,,,9.6,2659.0,2,Aishwarya Desai,India,Rajasthan,Female,1967-11-23,718.0,2026-09-08,N,72.0,0,1,51,51-60,Low
945,0495-CRDMR,2025-03-12,Paid,2026-12-31,Standard,Annual,,,16.87,2761.0,54,Priya Bhat,India,Haryana,Female,2006-07-23,720.0,2026-03-19,N,94.0,0,1,19,11-20,Medium
946,8728-QNUPH,2024-05-08,Paid,2024-08-06,Premium,Monthly,2026-01-21,Too expensive,49.5,135.0,76,Siddharth Rao,India,Assam,Male,1989-06-07,722.0,2025-04-29,N,28.0,1,1,35,31-40,High
947,3869-FXXCZ,2026-02-12,Referral,2026-08-11,Standard,Monthly,,,18.78,1068.0,2,Saanvi Subramaniam,India,Jharkhand,Female,1996-07-12,,,,,0,0,30,21-30,Low
948,9771-NLRWX,2023-05-13,Paid,2023-10-10,Premium,Monthly,,,29.22,4466.0,33,Sai Joshi,India,Uttar Pradesh,Male,2007-02-07,724.0,2023-12-11,Y,81.0,0,1,16,11-20,Low
949,7326-GGXLK,2024-09-21,Paid,2025-02-18,Premium,Monthly,,,42.72,906.0,15,Pallavi Chatterjee,India,Delhi,Female,2007-04-12,725.0,2025-01-08,Y,42.0,0,1,17,11-20,Low
950,8992-BAYTM,2021-04-23,Paid,2021-06-22,Premium,Monthly,,,29.06,1022.0,1,Amit Verma,India,Rajasthan,Male,1993-09-24,728.0,2026-03-23,Y,27.0,0,1,28,21-30,Low
951,2841-REGTN,2020-02-05,Organic,2020-05-05,Premium,Monthly,,,26.21,2569.0,37,Swati Kumar,India,Kerala,Female,1966-04-06,,,,,0,0,54,51-60,Low
952,6813-QYVPV,2026-06-18,Organic,2026-07-18,Premium,Monthly,2026-07-19,Switched to competitor,39.85,174.0,81,Sanjay Thakur,India,Madhya Pradesh,Male,2004-07-11,729.0,2026-06-28,N,71.0,1,1,22,21-30,High
953,3878-YSJPT,2021-11-16,Partner,2024-11-16,Standard,Annual,,,22.41,4965.0,10,Diya Gupta,India,Goa,Female,1998-05-10,731.0,2026-02-13,N,73.0,0,1,24,21-30,Low
954,1281-SVCHR,2022-04-02,Paid,2025-04-02,Standard,Annual,,,16.85,2211.0,23,Ashok Rathore,India,Goa,Male,1983-01-13,733.0,2025-05-26,N,66.0,0,1,39,31-40,Low
955,7687-UZLPM,2022-06-14,Paid,2022-12-11,Standard,Monthly,,,23.7,5539.0,13,Shreya Rao,India,Karnataka,Female,1982-04-12,736.0,2025-11-29,N,76.0,0,1,40,31-40,Low
956,4780-ZVAKR,2019-08-19,Partner,2019-12-17,Basic,Monthly,,,10.59,4859.0,51,Krishna Thakur,India,Delhi,Male,1979-12-05,740.0,2024-07-15,N,29.0,0,1,40,31-40,Medium
957,9695-ZEXQM,2021-11-13,Partner,2022-05-12,Standard,Monthly,,,20.88,3017.0,53,Manish Chopra,India,Assam,Male,1971-03-22,741.0,2023-01-14,N,85.0,0,1,51,51-60,Medium
958,6765-NHXQZ,2023-04-06,Organic,2026-04-06,Basic,Annual,,,8.56,5735.0,34,Dev Krishnan,India,Haryana,Male,1959-11-16,742.0,2024-12-23,N,40.0,0,1,63,61-70,Low
959,7803-ZTHNX,2021-01-30,Partner,2022-01-30,Basic,Annual,,,11.01,4616.0,7,Aishwarya Malhotra,India,Uttar Pradesh,Female,2002-08-03,746.0,2023-09-08,N,41.0,0,1,18,11-20,Low
960,8704-WMPVW,2021-06-13,Paid,2021-11-10,Basic,Monthly,,,12.28,2741.0,34,Rekha Kapoor,India,Telangana,Female,1963-10-26,,,,,0,0,58,51-60,Low
961,2947-LTAXA,2023-09-27,Referral,2024-01-25,Standard,Monthly,,,14.19,4819.0,51,Aarav Sengupta,India,Tamil Nadu,Male,2002-02-14,748.0,2026-08-17,N,45.0,0,1,22,21-30,Medium
962,1506-BVXGV,2021-06-15,Referral,2021-11-12,Basic,Monthly,,,8.27,950.0,9,Vishal Menon,India,Delhi,Male,1966-08-27,753.0,2025-11-16,N,91.0,0,1,55,51-60,Low
963,1240-WQJPY,2021-08-04,Paid,2023-08-04,Basic,Annual,,,8.25,3001.0,45,Anjali Rao,India,Delhi,Female,1979-11-17,758.0,2025-02-16,N,3.0,0,1,42,41-50,Low
964,8056-GVNFW,2025-09-22,Organic,2026-12-31,Premium,Annual,,,37.72,1012.0,17,Pari Kumar,India,Chandigarh,Female,1993-09-09,760.0,2026-03-30,N,5.0,0,1,32,31-40,Low
965,9360-ZJQAR,2019-09-21,Organic,2019-11-20,Basic,Monthly,,,10.78,1285.0,20,Manoj Sharma,India,Karnataka,Male,1990-01-12,,,,,0,0,30,21-30,Low
966,8039-RPNZC,2026-04-24,Paid,2026-06-23,Standard,Monthly,,,16.82,3213.0,26,Aarav Das,India,Assam,Male,1965-11-15,761.0,2026-07-02,N,88.0,0,1,60,51-60,Low
967,1485-MTLCQ,2022-07-27,Paid,2023-07-27,Basic,Annual,,,8.16,4636.0,28,Madhuri Shah,India,West Bengal,Female,2004-09-29,763.0,2024-05-14,Y,54.0,0,1,18,11-20,Low
968,7175-ZGEBG,2025-09-18,Paid,2026-02-15,Premium,Monthly,,,45.4,4431.0,22,Kunal Subramaniam,India,Rajasthan,Male,1998-11-22,764.0,2026-07-25,Y,91.0,0,1,27,21-30,Low
969,0268-BLBLZ,2021-01-22,Paid,2022-01-22,Basic,Annual,,,11.85,5015.0,20,Deepak Menon,India,Gujarat,Male,2001-12-06,771.0,2026-01-27,N,23.0,0,1,19,11-20,Low
970,2319-RWARV,2024-05-01,Organic,2026-12-31,Basic,Annual,,,7.0,2061.0,34,Karthik Singh,India,Maharashtra,Male,1970-06-15,776.0,2026-03-27,Y,3.0,0,1,54,51-60,Low
971,1742-DRVVH,2022-06-04,Organic,2022-07-04,Standard,Monthly,,,18.5,2381.0,33,Aryan Bose,India,Punjab,Male,1991-01-25,777.0,2025-12-10,Y,4.0,0,1,31,31-40,Low
972,9717-FLCDJ,2023-11-21,Organic,2024-04-19,Basic,Monthly,,,10.43,366.0,17,Parth Sengupta,India,West Bengal,Male,1988-03-09,778.0,2026-01-22,N,2.0,0,1,36,31-40,Low
973,6162-FARCA,2021-04-15,Paid,2021-07-14,Basic,Monthly,,,11.86,2282.0,28,Kabir Nair,India,Goa,Male,1980-06-15,781.0,2021-06-30,Y,91.0,0,1,41,41-50,Low
974,6750-HFVYB,2023-03-15,Organic,2023-04-14,Standard,Monthly,,,22.21,2439.0,20,Vishal Yadav,India,Jharkhand,Male,1962-11-24,782.0,2026-09-11,N,67.0,0,1,60,51-60,Low
975,1567-VMTSH,2022-01-21,Paid,2022-05-21,Basic,Monthly,2024-08-03,Poor customer support,7.07,815.0,77,Yamini Joshi,India,Telangana,Female,1959-10-05,784.0,2024-07-25,N,77.0,1,1,62,61-70,High
976,0706-BWMKG,2023-07-09,Organic,2024-01-05,Basic,Monthly,2025-04-11,Not using service,10.39,114.0,96,Anjali Bansal,India,Jharkhand,Female,1995-08-27,790.0,2024-06-10,N,39.0,1,1,28,21-30,High
977,1901-CHZQU,2020-03-14,Referral,2020-07-12,Basic,Monthly,,,12.86,5893.0,40,Swati Shah,India,Punjab,Female,1975-08-22,795.0,2025-06-28,Y,46.0,0,1,45,41-50,Low
978,1204-RURBP,2020-09-20,Partner,2020-12-19,Basic,Monthly,,,12.86,5616.0,46,Dev Trivedi,India,Odisha,Male,1970-12-22,,,,,0,0,50,41-50,Low
979,0525-YUBJE,2026-05-12,Paid,2026-08-10,Basic,Monthly,,,9.47,1436.0,35,Sanjay Mishra,India,Madhya Pradesh,Male,1970-05-11,796.0,2026-07-25,N,75.0,0,1,56,51-60,Low
980,9056-HCPSR,2020-01-01,Trial,2020-05-30,Basic,Monthly,,,7.51,5553.0,30,Harsh Tiwari,India,Odisha,Male,1980-01-17,799.0,2022-09-18,N,80.0,0,1,40,31-40,Low
981,9695-EUAPB,2024-09-28,Paid,2024-10-28,Standard,Monthly,,,20.16,3113.0,53,Keshav Thakur,India,Karnataka,Male,1993-03-11,800.0,2026-08-26,N,63.0,0,1,32,31-40,Medium
